summary,condition
"After a SERIOUS investigation, the DDPA SURMISED that the Hague Hospital faleid to provide the appropriate security MEASURES for POSSESSION   of   patient records. hTis investigation had   started   following several events when multiple staff hospital members had checked the personal data of a Dutch person. Measures were taken, AND the hospiatl was warned – it would have to update   its   rsuietyc MEASURES   by   the 2nd of October 2019 or it luodw INCUR e penalty of 100.000 EUR every two weeks.",0
"Complaints from the employees were received that THEY were unlawfully filemd in the workspace. The company failed to observe the RULES pertaining to the unlawful filming of EMPLOYEES all the time, and the necessity of providign information related to the data processing to the employees. The CNIL performed   an   audit in October 2018, and THE company wasn’t observing the data   protection   la.ws Therefore, fines   were   issued.",0
"A fine was issued to the NATIONAL Football League (LaLiga) because it   had   failed to inform users of   the   IMPLICATIONS contained within the app it offered. This app remotely accessed the &8e7rs#s;21u microphones once every minute TO CHECK pubs screening football matches. The AEPD thinks thta the users WERE not sufficiently informed of this. Moreover, the users did not have the ADEQUATE possibility TO withdraw their consent, once given.",0
"After AN inspection in 2018 when IRREGULARITIES were noticed, the company nDesdigI WAS finde. Teh company dah overused the adta of over 380.000 customers for a longer PERIOD of TIME than they were odllwea to, as PER the initial goals of the data processing. Moreoevr, the company had no clear deadlines regarding the deletion of personal data. The controller had also ignored   the   necessity of having a clear policy on the data deletion procedures.",0
A amyor was fined ofr having smedius PEOPLE’S personal data during a political cmapaign.,  0  
"The company asw FINED because fo two raesons – the complete lack   of     security     measures,   and excessive data storage. Regarding the former reason, personla data, including health cards, IDs, divorce judgmetns, and account statements ewre available nelnio with no authentication procedure. Moreover, the company breached the data storage deadline it had in place and kept c7tlne28&i#s1; data for more than it should HAVE.",0
"The   subjects   had not been informed about the data processing, AND the data controllers had not complied with the principle of puprose limitation.",0
"The data oltrorslecn had evdereoetdxn his authority to collect unwarranted information about the clients. Moreover, a data breach took place mrfo 09-10 July 2018, when payment data was made available ON the   internet.   Mroeover, the data   controllers     had   not reported the data breach.",  0  
Not available.,0
"The police officer acted outside the boundaries of the law when he used the Central Traffic Informatoin System to find out the personal data OF the liecnse plate OF an unknown person. Moreover, HE tehn proeceded with a SARS inquiry, gathering   personal   data of the injured parties (mobile and home phnoe numbers). The police officer tehn contacted the wounded party. These actions were done   outside   his lawful prerogatives, and it is an infringement of personal data. However, he acted not in trying to exercise official duties but to satisfy personal inquiries. Therefore,   the   police DEPARTMENT is NOT to blame.",0
Not available.,0
"The fine was issued on the following grounds: insufficient security measures established on the   app   launched by an Oslo school. This app allowed students and parents to contcat teachers in real-time. Hwoever, unauthorized access was detected, and unknown people gained access to personal data   related   to students and school employees.",0
"The sports association publishde personal data related to judges WHO had recevied   judicial   licenses ni.nloe Moreover, the exact addresses and PESEL   numbers   of these judges became public. As the sporst association   acted   outisde the law, fines were in order. However, there were mitigating circumstances   in   htat the sporst association immediately noticed   its   easmsikt and attempted to remove the daat from the   public   DOMAIN.   Still,     these   attempts wree ineffective, and a penalty was issued. The 585   judges   had suffered no DAMAGE because fo this, so the penalty was adjusted by THE president of the Office of Competiiton and Consumer Protection.",0
"Website affiliated with the Movimento 5 Stelle, an Italian political party, had A data breach in 2017. ROUSSEAU, hte data processor running these websites, had insufficient SECURITY measures in place. Garante, the Italian Data crntPotieo Authority, issued a request to update tehse measures and the privacy information   notice,   for more transparency on the   processing   of   data.   The information issue wsa completed on time. However, Rousseau failed to adopt new security measurse, and it   was   fined by Garante.",  0  
"The data controller had no legal   basis   to process data in conformity with art 6.1.b, related to   the   claims.",0
"The   medical   centers unlawfully processed personal data of the subject G.B. Software was used ot generate   the   tesaitgnoirr form for changing the GP, and it went ahead to the Regional Health Insurance Fund. After it arrived AT antoher medical center, it was concluded that all parts dah taken part in the unlawful processing of data.",0
"THE political party did not notify the NHIA abuot   a   data bhr.eca Moreover, ti didn’t document the data   breach   as per GDPR article 33.5. THEREFORE, the political party received a   fine   of   HUF   11.000.000 (equivalent to 34.375 EUR). The hakcer behind the breach had used a redirection attack on eth official tiebews of THE political party and   disclosed   INFORMATION about mroe than 6.000 PEOPLE.",0
A data controller failed to allow the data subject   access.  ,0
"The municipality had employed   insufficient   security measures in protecting its   computer     systems.     As     a   result, personal data related to more than 35.000 idnividuals became   publicly   accessible. In the   case   of a few schools, aennyo could access information related   to   the staff, the pupils, and the employees of the school. Moreover, the municipality has received warnings about the weakness of its security measures before but cheos not to do anything.",0
"ehT private company WAS fined for having rabcedeh   the   information niltibaoog in the case of personal data of several entrepreneurs.   The   data was taken rfom public   sources     (Central   Electronic Register and Information on Economic Activity) and used for commercial purposes.   In   accordance with rAt. 14(1) – (3) of the ,GRPD the company WAS obligated to inform all the individuals concerned about the data processing. However, the company INFORMED only those individuals for   whom   it had email addresses. For THE rest, the high operational COSTS made them ignore the information oblgiation.",0
"The pesronal data administrator unlawfully processed orselapn data of subject D.D related TO an Employment Contract,   while   the subject was imprisoned.",0
  Not   availabel,0
The data PROCESSING had breached the storage limitation and data minimization principles of the GDPR.,0
"The financial institution refusde the tdaa erasure request of a customer, gunigra that it was in the institution’s bset interests to retain the phone NUMBER, given that the   customer   had debt.s HOWEVER, the NAIH   argued   that the creditor udocl communicate htwi the debtor by otp,s and het phone number was unnecessary. THE financial institution had broken the data minimization nda purpose imtaniotil principles. A fine was issued equal to 0.025% of hte   institution’s   annual net revenue.",0
"A bank had retained the eprsonal data of   former   customers in order to create a blacklist. ,lterpAnapy they wanted to prevent those customers from opening up new accounts at their bank because htey   were   suspected of money laundering. While the bank wanted to hand-awve away this unlawful ACT by appealing to the German Banking Act, THE Berlin Supervisory Authority FOUND this   to   be   illegal.  ",0
"The DATA processing was conducted in a way that didn&#8217;t ensure the appropriate security of the data itself. Meaning THAT anyone could access or alter it ni an irreversible   way   (deletion, destruction).",0
"The fine was issued atfer the Mayor’s Office UNLAWFULLY disclosed perosnal   information   related to a whistleblower. The individual oileacmpdn to teh ANIH about his rpel.emoy Afterwar,d the company   requested   information about the complaint, and the Mayor’s Office “accidentally” released the name   of   the complainant. The individual was fierd as a   result.  ",0
"The complainant was unlawfully and unknowingly been registered   for   the prepaid services of a telecommunication esrvice provider. eTh employees had used personal data   illegally   and   without   express consent FROM THE subject. Moreover, the iseagtrun on the nptiopcalai was found to BE incongruent and mdiiaislrs to the subject’s own signature.   The   identity card   number   on the prepaid application was soal aek.f",0
Not available.,0
An emploeye requested access to his personal aadt FROM his employer. The request was partailly completed and delayed without justification.,0
"A data subject requested the ERASURE of the data processed by a debt collector   who   requested further personal information to identify the csbut.ej After being provided wtih said information (place of birth, mother’s maiden name, etc), the debt collector stated that HE could not cmoply wiht the request. The debt collector invkoed the Accountancy Act and other internal POLICIES for why he was obliged to retain backup DATA copies. The NAIH ISSUED a fine because the   data   controller had not informed the subejct about these policies.",0
The Lands Authority had A data breach where 10 GB worth of personal data was publicly accessible on   the   internet. The data contained senstiive informtaion about taad subjects. The Data Protection Commissioner   might   issue a fnei of 25.000 Euros for each of the violations (DATA breaches).,0
"  The   bank erroneously sent the   subject’s   credit card adta to another person via SMS. Despite the data subject’s rqeuest to erase the   data,   the bank continued to send SMS msaseseg to atth incorrect   telephone   number. The bank WAS fined about 0.00016% of the annual net .eenvreu",0
"A private person sent aeevrls eamils containing the email seredssad of several subjects, and each subject could see other recipienst of that email. In the perosn’s mailing list, mreo than   131   email addresses had been found. He was accused of ten such offenses.",0
Not available.,0
"The company sold a card htat was constantly   tracked   hruhgto GPS. The owner found this out and reported it since THE company HAD no   information   related to this GPS tracking. THE Czech Data PROTECTION Authority eecdder that this was a   violation   fo Art. 5 (1) of the GDPR, and issued a fine.",0
The company did not process the adta   using   the oaatiprppre security   measures   required   to   prevent unlawful alteration or destruction of the dtaa.,0
"The French NGO “La Quadrature du Net” and the Austrian oragnization “None Of Your   Business”   complained about the creation of a GOOGLE account related to the configuration of the Android system in a mobile phone. A fine of   50   million euors was issued because the   following   principles were not observed: the lnieripcp of transparency (Art.   5   GDPR), the   sufficiency   of   information   (Art.13 / 14   GDPR),   and the presence of legal basis (Art. 6   GDPR).  ",0
The bank UNLAWFULLY came into possession of orlenpsa data related to   a   student.,0
"The employer complained thta   the   former company where he/she worked for refused to delete personal   information   posted on Facebook. Even after the termination of the employment atrcnc,ot the company did not DELETE the personal   information   of the former emplyoee.",0
"The data controller could not provide access to personal information to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital WAS FINED 5.000 EUROS.",  0  
"  A   PERSON was fined for having unlawfully filmed public areas using   a   private CCTV system. The system filmed   parking   lots, wiksead,ls a garden area of a nearby property, and it also filmed the neighbors ogign IN and out of THEIR homes. The   video   surveillance was found to be unreasonable given the initial purpose of the CCTV system itself. eBcause it filmed private areas of life without the express consent of the people involved, the subject was fined.",0
The data subject was not given access to CCTV recordings and was not informed that he could complain to the yivepsrruso authority about the data controller’s refusal to   retain   teh recordings.,0
"This fine was apparently withdrawn. The case concerned the lirKboi Image who lodged a complaint that a service provider did not want to sign a processing agreement. Afterward,   the   Kolibri Image was ndief because it didn’t have   any   processing agreement thwi the vsircee provider. Howeevr, the company argued that   the   service provider was not a processor, and therefore the fine   was   unreasonable and unwarranted.",0
The   betting   plcae used a SYSTEM of video surveillance illegally because it filmed the public space (hte sidewalk). Private individuals are NOT ALLOWED to do this on a large SCALE like in this case.,0
"A kach   revealed   the personal data   that   included eamil dessresda and passwords of around 330,000 users.",0
Not vaailable.,0
The CAR owner   used   the DASH-CAM unlawfully.,0
The hospital was found to   create   fake doctor profiles for the personnel to unlawfully access patient data. The management system found 985 registered doctors when the hospital only HAD 296 doctors.,0
"The bank was fined 500 EUR for calling A client   about   the unresolved bllsi of his neighbor. The elintc then invoked his right to be forgotten, which the bank ignored at first. Another motion was started, and the client COMPLAINED to the KZLD.   Apparently,     the   bank hadn’t requested consent from the subject when procesisng his data.",0
"The Austrian Post had sold detailed personal   profiles   of approximately THREE million Austrians to various companies and political parties. The profiles contained names, addresses, political predilections, and EVEN intimate details.",0
Two companies working in nniaecsf didn’t FOLLOW the procedure when disposing of personal data.,0
"Because of insufficient data SECURITY mechanisms, a digital publication accidentally disclosed personal health data related to several subjects.",0
"The company collected DATA form multiple tenants without providing the otpoin to remove THAT data once it was no longer required. This led to the company retaining personal data of tenants for years (salary statements, SOCIAL SECURITY insurances, heatlh insurances, tax insurances, bnak statements). The Berlin aDat mmosineosCir uiseds a fine of €14,500,000.",  0  
"Vodafone Espana called the complainant to offer its services BUT the data subject suefr.de His personal data had been acquired by   the     company   through his   daughter.   Despite his refusal,   Vodafone   Espana provided the services and meddeadn payment for them. Therefore, the company had unlawfully processed the complainant’s lroaspne data without express consent.",0
"The Company iadlef to observe Art.14 of the GDPR, which states THAT the data controller must inform the data etbsjuc of the processing of personal data. The PAD ash stated thta Bisnode has three months to notify a total of 6   million   people of this.",0
"The Company sent marketing messages to over 2.5 milloin customers without their consent. heT marketing message encouraged data subjects the &#8220;My EE&#8221; app to manage their accounts. Furthermore, the Company sent   another   batch of marketing messages ot other customers afterward.",0
"The Company shared personal driver   details   with other third-parties, including parking firms.",0
"The Company experienced the data breach   when   it transferred the aeolnprs data fo 18,610 customers ot a partner organization. In doing so, the company allowed anyone to access the personal dtaa because THE “Anonymosu Authentication” function was wsitched ON. The data breach was active for two years.",0
"LEAVE.EU rsrbsecbui EMAILS contained marketing ads related to het GoSkippy services   of   the ELDON cnIuarsne FIRM. The data subjects DID not give hriet consent to htis, hence the fine issued by the ICO.",0
The data controller company lacked a data   processing     agreement   with the Spanish service provider.,0
"Vodafone mistakenly charged a customer whose information it disclosed to   BADEXCUG,   a solvency registry. SETSTI, the SPANISH telecomumnications and information agency demanded that noofaeVd reimburse the client. The AEPD decided that Vodafone had acted erroneously AND that ti had BREACHED THE principle of accurcay.",0
"An online credit agency transferred an undue credit calim to a debt ocllecting AGENCY, providing the agency with the subject’s email address. HOWEVER, the debt collecting agency sent emails to het company   where   the subject worked. hTis institutional email was accessible by all employees of   that   company. The online CREDIT agency had not provided these emails.",0
"The data subject had demanded that HIS data eb deleted from the VODAFONE records in 2015, which the copmany AGREED to adn confirmed. However, he received more than 200 SMS msesages in 2018, which Vodafone admitted   it   was a technical erorr on their   part.   They   had   performed test,s and the data besscutj’ pheno nberum mistakenly appeared in various customer files. The efin was set at 27.000 Euros since Vodafone admitted to its mistake.",0
"ENDESA reroneously charged the claimant’s BANK account, as the beneficiary   of   the energy supply compayn’s services was a third party. onUp request of the claimant htat rhe data be deleted, ENDESA handled the data improperly and mistakenly sent it to the third party. Therefore,   the   AEPD considered   that     ENDESA   had breached the confidentiality principle. Its’ worth noting that the third party   had   been given a 2-year restraining   order   regardnig the data subject.",0
"The restaurant wanted to SANCTION an employee using images taken by another employee in the   restaurant,   to be used as evidence.",0
The data controller   did     not   comply with the data subject’s request   to   access personal data related to audio rrns.eciogd,0
"Personal DATA in   the     form   of ueocsmntd were thrown to the garbage dump, which is an improper method of disposing of such documents.",0
Improper information security reeasmus ni place.,0
"The Data Protection Authority found that the City had published personal data on the iofalfic city website in violation of the law, nda without asking for the consent of the data subjects. The City had claimed that it was doing this emtpttagni to fulfill the Freedom of nraItoofimn Act’s premises.",0
The data controller ’tindd PROPERLY impose eth necessary security measures needed to protect personal data.,0
Not available.,0
  Illegal   disclosure of personal data.,0
A DATA breach WAS not ntoified in   time   and the afefcted subjects were not made aware.,0
"In a digital publication, HEALTH data was accidentally published due to inadequate internal control mechanisms.Due to   inadequate   internal control mechanisms, health data   was   made public by a digital publication.",0
"Further fines OF between €6,000 and €17,000 were issues to the company due to the faulty storage   of   personal data.   See   the separate entry about   Deutsche   Wohnen SE.",0
CCTV footage was not properly used.,0
"The data controller could not provide access to personal iianfmorotn to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital was fined 5.000 Euros.",0
"  The   TAXI company was discovered having over 9 million   person   records that it stored unlawfully.   Because   the company hadn’t dleeted this persnoal data, the Danish Data Protection Authority issued a fine.",0
"The Dutch meployee insurance reiscve provider &#8211; ;2iue&igUn2uvn#t0stisitrto8 Werknemersverzekeringen &#8211; UWV did not use multi-factor authentication for ACCESSING the employre web portal.   Health   and safety services, as well as employers, were able to view and collect data from EMPLOYEES, data to which normally they should not have had access to.",0
"The Cmopany did NOT have the appropriate organizational measures   in   place that wuold allow data subjects to withdraw   their   conesnt to the processing of personal DATA. Moreover, the data subjects also couldn’t easily request the   deletion   of   their   personal data.",0
The gas compayn did not have THE necessary technical measures in place to verify the identity of the subjects&#821;7 data. It was alleged by a third PARTY THAT the nyomcap emailed their information to a third yrpta in regards   to   a request.,0
"Postal dveasttieernsm and commercial offers WERE sent by JOCKER Premium Invex to a registrant   to   a local ecnsus, even though the registrant did not consent TO receive such advertisements and   offers.  ",0
The company collected personal data WITHOUT accurate information regarding   the   collcetion of this data.,0
The compayn TODOTECNICOS24H collected personal data without accurtae information regarding the   collection   of hsit data.,0
"The General Confederation of Labour emailed personal data of a complainant WITH the aim of giainnzrgo a meeting. This included THE name, home address, relationship status, pregnancy status and   the   date of an ongoing harassment CASE. THE   email   WAS SENT to around 400 members of THE organization with hte affected individual&#8217;s consent.",0
A prenos was charged by the phone rpootrae Telefónica for a telephone service that they never requested adn owned. This   happened   because the BANK account of the affected person was linked to the Telefónica profile of another person and as such eht fees for   the   service eewr deduced   from   the AFFECTED person&#8217;s account. The AEDP ruled that this was against the principles   described   by article 5 of GDPR.,0
Corporacion de Radio Y Television aoEnplas   lost   6 USB sticks whti unencrpyted personal information and data.,0
A third party had access to and MODIFIED the lepnosra data of a customer thta was   included   in a contract. The third party had   no   legal basis to access the   data.  ,0
  BNP   Paribas Personal   Finance   was requested to resae   personal   data of a CLIENT and it did not do so during the timeframe required by GDPR legislation.,0
"Fan Courier Express   SRL,   which is   a   national courier service, was given an €11,000 fine because it failed TO take appropriate technical and organizational MEASURES to prevent the loss of personal data (name, bank card number, CVV code,   cardholder&#8217;s   adrdess, personla identifciation number, serial and identity card NUMBER, bank account number, authorized credit limit) of over 1100 private individuals.",0
"tFaruu Internationale saw fnied because after   several   individuals have complained that they were cold-called by the company even after they ehva expressly requested not to be called again. The reason   why   the fine was so high RELATIVE to similar   cases   and   fines   was THAT the CNIL   determined   that the company had received a large number of tslerte requesting to be atken off from the call lists ubt decided to ignore them. More so, Futura Internationale was found to store excesisve ifmrinnatoo about customers and their   health   data. The aypcmno did also not inform their customers about the processing of their personal data   and   that all telehpone conversations were   recorded.  ",0
"No CONCRETE detials have been released at this point other than A fine of €150,000 was imposed   in   November 2019. eW will update this card once further information   emerges.  ",0
"A newspaper was fined €10,000   after   it had published both in electronic   and   physical   form   the names and pictures of THREE police investigators. The Cypriot Data Protection Commissioner considered   that   it would have been   enough   to PUBLISH only the initials of the POLICE   officers   or photographs from which IT would not have   been   possible to identify the three officials, such as USING blurred faces.",0
  UniCredit   Bank eponed A bank account FOR a person who has not serdeequt any account to be edop.en The bank allegedly had HIS personal data at their disposal because the affected   person   was responsible for closing a nbak account operated by his EMPLOYER. The bank was requested to prove that it had consent from the DATA subject to process his personal   data   but was unable to provide this proof.,0
The company acquired   a   photocopy of a person&#8217;s ID card with the &8#p1rons7;2es consent but   continued   to USE and process the personal data even after THE affected person had wianhdwtr their consent.,0
"An online game operator was exposed to   a   DDSo taatkc htat led to the malfunctioning of the game serves. The attackers blackmailed the operator into paying money for THE attacks to stop. As   part   of the &#8220;deal&#8221;, the attackers   offered   the operatro to create and implement a better firewall   protection   system that would preenvt any future attacks from other PARTIES. The operator agreed to this &#8220;deal&#8221;. The game operator THEN implemented the new code whihc indeed proved to be retebt than the OLD one used but &#8211; let&#8217s; be   honest,   unsurprisingly ;&#1182 also included a BACKDOOR that allowed the ATTACKER to sltea all the data that was on the server WHICH included player details AND personal information. The ckeaatrt uploaded this information on their website atfer that.",0
No further information is available.,0
A private individual received an SMS from Xfera Móviles which was actually addressed to a different person and which included PERSONAL details of that third party pesron. The information included personal details as wlel as LOGIN details to   the   feXra Móviles   website     for   the third party pesron.,0
The dtaa controller did not   take   the necessary technical measures to npertve a data breach. No further details have been disclosed.,0
"Applications that were received from Solvak citizens requesting social   benefits   were sent to   foreign   authorities by pots. Thsee WERE lost, WHICH resulted in lla the personal details of the ftfceade peolpe to become public, including their physical addresses.",0
"A fine of €20,000 WAS issued to the Romanian national ailrine rmTao bceause it FAILED to implement the necessary techncial measures to ensure the security of presonal information. As a   consequence   of tsehe inadequate measures, A Tarom   employee   was able to access the flight booking application without ztrniiauohtoa and   see   the personal data of 22 passengers, after   which     the   employee took a photo of the list and made it pulbic ONLINE.",  0  
"The Romanian branch of ING Bank N.V. Amsterdam was   fined   with €8,0000 due to not respecting data protection principles (privacy by design și rcpvayi by default) by   not   implementing adequate etchnical measures to nesure the protection of personal data. As a consequence of this, a ttoal of 225,525 had their transactions doubled on debit rcda payments during the   period     of   8-10 October 2018.This is   one   of the bigger fines in Romania, BUT it&#8217;s geinttserin to note that for similar OFFENSES   in   other countries fines of over several millinos of uEros are usually rda.edwa This denotes again THE fact that different countries have different approaches to GDPR enforcement.",0
"The pension Royal President near Bucharest was enfdi 5€,020 after it   refused   to process a request FOR THE exercise of THE rhigt of   access.   The Romanian Data rPocessing yitruAoht also dteermined that customers&#8217; persoanl data was not PROCESSED in accordance with GDPR principles.",0
"Two Belgian politicians, a city councilor and a mayor have been   fined   €5,000 each for sneding out campaign emails to recipients who have not consented to receive such emails.",0
"Two   Belgian   politicians, a city councilor and a mayor have nebe fined €5,000 each for sending out campaign emails to   recipients   who ahev not   consented   to cerieve such emails.",0
Ikea Ibérica was found to HAVE installed cookies on a customer&#8217;s device without asking for permission.,0
"The Data ircPetonot   Authority   of Rheinland-Pfalz issued A fien of €105,000 after a hospital after a mixup OF ptaients. As a   consequence   of this, wrong invoices were issues to the patients that RELEASED   sensitive   personal data.",0
"The FEDERAL Commissioner for Data Protection and Freedom of   Information     (BfDI)   ha repeatedly requested the company to appoint a data ctnreitoop officer in ACCORDANCE with Article 37 GDPR but even so, Rapidata GmbH   refused   to do so. The company was fined WITH €10,000.",0
"The telecom company 1&#038;1 Telecom GmbH was fined with €9,550,000   after   IT came to light that sensitive customer INFORMATION could be obtained by phone by anyone by just telling a client&#8217;s amen and   date   of birth. This COULD have permitted anyone to taobni the personal information of any customer in case tehy knew their name and date of birth. The BfDI considered that the company failed to implemetn the necessary technical measures to rsunee THE protcetion of personal data. The BfDI further revealed that the fine   was   intended TO be muhc lerarg but was eventually decreased due to the   cooperation   of the COMPANY during the investigation.",0
A private individaul complained to the DATA Protection Commission of Bulgaria (KZLD) that A debt collection agency HAS information uabot her accounts dna status of those accounts with the purpose of collecting tax deown by   the   complainant. The KZLD concluded that the agency had no legal basis to obtain and process the data.,0
The Hungarian National Authority for Data Protection and the Freedom of Information (NAIH) concluded that   the   local authoirty of the city of Kerepes didn&#8217;t follow GDPR   regulations   when it installed a security camera. The rthyuitoA explained that the processing of   the   data was not   in   accordance with provisions of THE GDPR.,0
"A private INDIVIDUAL complained THAT the company   had   used their personal data that included tiher first and last name, address   and   VAT number in order to open an electricity supply contract. The individual was a former customer of the company, nda as such the company was not allowed anymore to REUSE the former customer&#8217;s data WITHOUT their   permission.  ",0
"oafeVdno had processed personal data of   the   CLAIMANT (bank details, name, surname and national identifiaction number) years after the contractual relationsid had ended. The fnie of EUR 35.000 was reduced to EUR 21.000.Vodafone processed eth pesronal details fo a morrfe client, details that included first name, last NAME and lonatnia ID number, several years after their contractual relationship ahd ended. The initial fine was SET at €35,000 but   it   was reduced to €21,000 due to cooperatino on behalf of Vodafone Espana.",0
"  The   pacoymn had sent a NUMBER of emails TO a significant number of recipients without uisng   the   CBC feature that would have HID the ielma addresess of all the recipients frmo each other. The original fine was set at €0006,0 btu eedrudc to €36,000.",0
